state,category,material,material_cost,labor_hours,state_labor_rate,labor_cost,complexity,quality,demand_level,demand_factor,total_cost,market_price,recommended_price
Kerala,Pottery,Clay,39.42,4.4,61.94,272.54,1,5,Very High,1.2,311.96,449.24,459.56
West Bengal,Bamboo Toy,Bamboo,80.04,6.5,51.64,335.66,5,4,Medium,1.0,415.7,709.13,645.14
Rajasthan,Pottery,Terracotta,77.24,5.4,58.66,316.76,4,1,Very High,1.2,394.0,558.29,613.21
Uttar Pradesh,Wooden Toy,Wood,81.26,7.2,69.38,499.54,4,1,Low,0.9,580.8,990.65,824.66
Telangana,Handmade Jewelry,Copper,679.71,2.0,62.36,124.72,1,4,Medium,1.0,804.43,1160.81,1112.63
West Bengal,Wooden Toy,Wood,268.68,2.4,54.26,130.22,3,3,Medium,1.0,398.9,588.1,543.18
Rajasthan,Metal Craft,Brass,346.72,4.5,72.4,325.8,1,4,High,1.1,672.52,867.74,910.1
Rajasthan,Metal Craft,Iron,560.0,10.1,62.97,636.0,1,4,Low,0.9,1196.0,1824.71,1568.06
Kerala,Metal Craft,Brass,257.16,7.6,76.93,584.67,5,4,Low,0.9,841.83,1366.92,1290.94
Uttar Pradesh,Handmade Jewelry,Beads,88.75,2.5,58.6,146.5,2,4,Medium,1.0,235.25,293.35,306.59
Odisha,Bamboo Toy,Cane,158.31,5.4,70.21,379.13,1,2,Very High,1.2,537.44,616.71,710.27
West Bengal,Wooden Toy,Bamboo,224.29,4.7,61.83,290.6,3,4,Medium,1.0,514.89,784.41,741.54
Rajasthan,Pottery,Terracotta,193.97,5.3,72.58,384.67,4,4,Medium,1.0,578.64,725.18,780.95
Tamil Nadu,Textile Craft,Wool,217.32,10.1,74.43,751.74,3,4,High,1.1,969.06,1389.59,1467.93
West Bengal,Pottery,Clay,96.29,4.4,62.74,276.06,2,2,Low,0.9,372.35,423.94,428.2
Kerala,Bamboo Craft,Cane,119.83,4.8,80.88,388.22,4,5,High,1.1,508.05,722.59,748.16
West Bengal,Bamboo Craft,Cane,182.66,4.6,57.49,264.45,1,3,High,1.1,447.11,480.28,546.21
Telangana,Pottery,Terracotta,152.02,4.9,74.49,365.0,3,1,Very High,1.2,517.02,683.72,745.67
Telangana,Bamboo Craft,Bamboo,177.72,8.1,74.0,599.4,3,1,Low,0.9,777.12,1119.19,992.28
Kerala,Home Decor,Wood,315.28,3.2,75.09,240.29,5,2,High,1.1,555.57,748.36,799.1
Uttar Pradesh,Bamboo Toy,Cane,84.03,6.9,71.58,493.9,1,3,Medium,1.0,577.93,819.51,755.74
Karnataka,Wooden Toy,Bamboo,195.2,8.1,81.56,660.64,4,2,Medium,1.0,855.84,1219.43,1170.17
West Bengal,Metal Craft,Iron,278.19,8.5,73.05,620.92,4,3,Medium,1.0,899.12,1517.18,1389.63
Tamil Nadu,Bamboo Craft,Bamboo,68.39,6.4,63.15,404.16,2,2,Very High,1.2,472.55,577.65,674.66
Andhra Pradesh,Wood Craft,Bamboo,88.66,10.8,76.27,823.72,1,3,Medium,1.0,912.38,1216.03,1204.17
Gujarat,Wood Craft,Wood,204.39,5.8,70.03,406.17,5,1,Medium,1.0,610.56,822.05,838.69
Uttar Pradesh,Bamboo Craft,Cane,165.96,5.0,72.27,361.35,1,4,High,1.1,527.31,640.41,699.25
Andhra Pradesh,Handmade Jewelry,Beads,108.88,8.0,64.89,519.12,3,3,Very High,1.2,628.0,1118.11,1148.75
Uttar Pradesh,Wooden Toy,Bamboo,101.71,5.8,49.12,284.9,5,4,Low,0.9,386.61,614.11,547.31
Telangana,Bamboo Craft,Bamboo,94.13,4.0,56.55,226.2,1,4,Low,0.9,320.33,460.14,397.5
Tamil Nadu,Metal Craft,Brass,265.03,13.7,55.88,765.56,4,2,Very High,1.2,1030.59,1537.89,1598.14
Andhra Pradesh,Metal Craft,Copper,250.73,8.7,59.79,520.17,1,4,Low,0.9,770.9,962.91,936.22
Gujarat,Handmade Jewelry,Beads,142.49,4.0,57.01,228.04,2,1,Medium,1.0,370.53,538.14,546.19
Rajasthan,Metal Craft,Iron,512.18,4.7,59.9,281.53,1,2,Low,0.9,793.71,1018.56,944.64
Andhra Pradesh,Handmade Jewelry,Copper,463.2,5.7,50.26,286.48,3,4,High,1.1,749.68,1000.18,1149.0
Gujarat,Handmade Jewelry,Silver,1267.53,6.4,56.01,358.46,4,4,Very High,1.2,1625.99,2646.54,2895.51
West Bengal,Handmade Jewelry,Brass,582.88,9.3,65.83,612.22,4,5,Medium,1.0,1195.1,1870.14,1817.23
Odisha,Clay/Terracotta Toy,Terracotta,166.73,3.3,68.25,225.22,5,3,Very High,1.2,391.95,485.6,580.87
Telangana,Textile Craft,Silk,452.51,3.8,60.24,228.91,3,4,High,1.1,681.42,940.67,1031.04
Kerala,Handmade Jewelry,Beads,235.69,9.2,66.83,614.84,4,4,Medium,1.0,850.53,1463.9,1372.38
Karnataka,Handmade Jewelry,Brass,451.93,4.9,83.07,407.04,2,3,Very High,1.2,858.97,1394.58,1450.42
Kerala,Handmade Jewelry,Copper,707.51,7.4,64.59,477.97,5,1,High,1.1,1185.48,1582.73,1800.57
West Bengal,Clay/Terracotta Toy,Clay,139.3,3.3,58.62,193.45,2,5,Low,0.9,332.75,401.52,388.92
Tamil Nadu,Bamboo Toy,Cane,230.63,4.3,60.45,259.94,1,5,Low,0.9,490.56,656.77,623.33
West Bengal,Handmade Jewelry,Copper,295.11,10.3,77.46,797.84,1,4,Medium,1.0,1092.95,1343.55,1406.7
Tamil Nadu,Clay/Terracotta Toy,Terracotta,167.5,4.2,80.09,336.38,2,2,Medium,1.0,503.88,821.05,725.11
Rajasthan,Textile Craft,Silk,303.69,9.1,46.24,420.78,2,2,Medium,1.0,724.47,885.53,897.72
Andhra Pradesh,Home Decor,Wood,141.61,12.0,70.02,840.24,2,1,Medium,1.0,981.85,1144.9,1193.74
Odisha,Metal Craft,Copper,519.37,10.8,67.97,734.08,4,3,Medium,1.0,1253.45,1730.04,1765.49
Rajasthan,Bamboo Toy,Bamboo,115.2,7.1,62.27,442.12,4,3,High,1.1,557.32,713.9,787.33
Rajasthan,Wooden Toy,Wood,170.91,3.8,50.97,193.69,3,2,High,1.1,364.6,480.46,526.55
Gujarat,Bamboo Craft,Cane,159.51,11.6,68.82,798.31,4,3,High,1.1,957.82,1310.44,1380.88
Kerala,Wood Craft,Bamboo,64.91,3.2,73.13,234.02,1,4,Very High,1.2,298.93,482.48,503.88
Uttar Pradesh,Home Decor,Cotton,165.2,10.5,64.79,680.3,4,2,High,1.1,845.5,1337.9,1359.52
Kerala,Wood Craft,Wood,143.37,13.4,73.44,984.1,4,4,Very High,1.2,1127.47,1704.92,1855.32
Uttar Pradesh,Textile Craft,Cotton,322.15,4.0,69.62,278.48,1,5,High,1.1,600.63,857.78,903.53
Tamil Nadu,Clay/Terracotta Toy,Terracotta,146.6,5.6,71.52,400.51,1,1,Low,0.9,547.11,600.34,629.18
Odisha,Handmade Jewelry,Copper,625.88,4.1,58.93,241.61,1,2,Low,0.9,867.49,1403.39,1235.52
West Bengal,Bamboo Toy,Bamboo,245.85,2.0,71.26,142.52,1,4,Low,0.9,388.37,474.87,464.81
West Bengal,Bamboo Toy,Bamboo,237.56,3.9,52.6,205.14,3,2,Medium,1.0,442.7,555.16,559.68
Gujarat,Bamboo Craft,Cane,112.81,4.4,75.36,331.58,2,1,Very High,1.2,444.39,673.92,681.85
Telangana,Handmade Jewelry,Beads,99.13,9.2,65.06,598.55,5,4,Medium,1.0,697.68,963.76,1005.65
Andhra Pradesh,Handmade Jewelry,Copper,420.0,11.4,65.85,750.69,5,1,Very High,1.2,1170.69,1871.99,2066.44
Kerala,Textile Craft,Wool,307.62,8.0,72.83,582.64,1,5,Low,0.9,890.26,1249.17,1164.11
Karnataka,Clay/Terracotta Toy,Terracotta,107.42,4.5,79.91,359.59,2,4,High,1.1,467.01,608.33,679.97
Tamil Nadu,Textile Craft,Silk,307.72,11.3,84.16,951.01,4,4,Medium,1.0,1258.73,1885.69,1933.5
Tamil Nadu,Bamboo Toy,Bamboo,104.13,6.4,67.91,434.62,2,2,Very High,1.2,538.75,664.96,760.59
Gujarat,Textile Craft,Silk,684.57,6.6,56.47,372.7,4,5,Very High,1.2,1057.27,1731.26,1894.3
Gujarat,Handmade Jewelry,Silver,1316.89,10.0,83.99,839.9,2,3,Low,0.9,2156.79,3804.22,3234.09
Karnataka,Home Decor,Clay,76.35,10.8,80.88,873.5,5,2,Very High,1.2,949.85,1883.71,1846.98
Telangana,Metal Craft,Copper,290.63,6.3,72.7,458.01,3,5,Very High,1.2,748.64,1290.17,1378.02
Karnataka,Bamboo Craft,Cane,123.29,5.2,82.32,428.06,1,4,High,1.1,551.35,769.09,791.49
Kerala,Home Decor,Cotton,168.91,4.5,72.83,327.74,1,4,High,1.1,496.64,654.7,740.84
Tamil Nadu,Pottery,Clay,113.87,4.1,78.76,322.92,2,1,Low,0.9,436.79,468.89,502.3
West Bengal,Pottery,Terracotta,128.55,3.6,64.38,231.77,1,2,High,1.1,360.32,513.85,512.04
Uttar Pradesh,Pottery,Terracotta,146.71,7.9,62.48,493.59,2,4,High,1.1,640.3,810.04,850.72
Telangana,Textile Craft,Wool,293.73,3.0,56.56,169.68,5,2,Medium,1.0,463.41,605.26,636.42
Telangana,Pottery,Clay,61.28,2.9,64.6,187.34,5,1,High,1.1,248.62,389.13,384.84
Uttar Pradesh,Bamboo Toy,Cane,169.12,2.6,46.35,120.51,4,3,Very High,1.2,289.63,371.54,437.61
Telangana,Pottery,Terracotta,115.01,6.4,53.92,345.09,5,4,Medium,1.0,460.1,651.83,669.03
Uttar Pradesh,Home Decor,Clay,88.18,10.3,53.47,550.74,1,4,Very High,1.2,638.92,739.12,909.22
Karnataka,Clay/Terracotta Toy,Clay,138.93,5.6,84.38,472.53,2,5,Low,0.9,611.46,944.41,819.98
Odisha,Handmade Jewelry,Silver,1319.65,11.0,65.55,721.05,3,1,Low,0.9,2040.7,2666.9,2709.04
Rajasthan,Bamboo Toy,Bamboo,189.67,5.9,74.34,438.61,4,1,Low,0.9,628.28,707.9,725.85
Tamil Nadu,Handmade Jewelry,Copper,251.15,5.6,71.49,400.34,2,4,Medium,1.0,651.49,1054.84,1010.23
Uttar Pradesh,Bamboo Craft,Cane,226.92,7.8,74.8,583.44,2,4,Very High,1.2,810.36,892.55,1101.06
Telangana,Wood Craft,Wood,303.75,4.3,57.75,248.32,4,3,Low,0.9,552.08,904.22,808.34
Gujarat,Metal Craft,Copper,538.18,16.0,65.56,1048.96,4,1,Medium,1.0,1587.14,2572.37,2457.69
Odisha,Handmade Jewelry,Beads,275.14,8.1,61.44,497.66,3,5,High,1.1,772.8,1366.86,1291.9
West Bengal,Metal Craft,Brass,663.7,8.7,57.85,503.29,3,5,Very High,1.2,1166.99,1952.51,1955.31
Kerala,Bamboo Craft,Bamboo,127.67,4.1,72.89,298.85,2,2,High,1.1,426.52,591.21,608.83
West Bengal,Bamboo Craft,Bamboo,117.69,3.4,60.1,204.34,1,5,Low,0.9,322.03,494.29,431.61
Odisha,Handmade Jewelry,Beads,176.01,7.6,68.56,521.06,5,1,Very High,1.2,697.07,889.92,1055.97
Kerala,Textile Craft,Cotton,197.2,7.8,82.26,641.63,2,1,Low,0.9,838.83,1242.77,1097.66
Karnataka,Wooden Toy,Wood,285.76,2.1,77.91,163.61,1,4,Very High,1.2,449.37,666.45,677.36
Karnataka,Home Decor,Cotton,164.36,12.0,73.49,881.88,5,1,Very High,1.2,1046.24,1356.96,1644.06
Andhra Pradesh,Bamboo Toy,Cane,149.03,2.6,53.21,138.35,5,5,Low,0.9,287.38,525.01,448.16
Tamil Nadu,Wood Craft,Wood,247.13,8.6,61.22,526.49,5,3,Low,0.9,773.62,1384.62,1191.46
Rajasthan,Wooden Toy,Bamboo,248.96,8.1,52.04,421.52,1,2,Very High,1.2,670.48,840.87,949.83
Gujarat,Wood Craft,Bamboo,105.93,5.0,80.63,403.15,2,5,Medium,1.0,509.08,859.3,796.65
Uttar Pradesh,Bamboo Craft,Cane,79.66,6.8,68.7,467.16,5,2,High,1.1,546.82,747.35,773.93
Kerala,Wood Craft,Bamboo,243.12,6.0,70.57,423.42,1,3,Very High,1.2,666.54,1000.57,1052.82
Odisha,Wooden Toy,Bamboo,167.77,5.8,52.14,302.41,4,4,Low,0.9,470.18,577.38,596.63
Kerala,Metal Craft,Brass,866.55,5.7,76.35,435.19,2,3,Low,0.9,1301.74,2274.91,1969.26
Kerala,Textile Craft,Wool,249.94,4.2,85.69,359.9,5,1,High,1.1,609.84,788.03,883.33
West Bengal,Wooden Toy,Wood,375.96,3.4,72.21,245.51,1,4,Low,0.9,621.47,712.41,714.7
Gujarat,Wood Craft,Bamboo,168.71,13.2,80.39,1061.15,1,2,High,1.1,1229.86,2076.18,1935.23
Uttar Pradesh,Metal Craft,Copper,815.65,15.8,66.13,1044.85,2,4,High,1.1,1860.5,2968.18,2936.58
Karnataka,Home Decor,Clay,85.45,7.9,62.55,494.14,1,5,Medium,1.0,579.6,776.28,805.66
Odisha,Bamboo Toy,Bamboo,179.25,5.1,68.61,349.91,3,4,High,1.1,529.16,680.91,732.49
West Bengal,Handmade Jewelry,Copper,791.09,9.3,61.2,569.16,5,2,High,1.1,1360.25,2130.05,2273.9
Tamil Nadu,Home Decor,Wood,319.38,9.4,68.8,646.72,5,3,Low,0.9,966.1,1632.13,1400.86
Rajasthan,Wooden Toy,Bamboo,152.23,6.0,73.12,438.72,1,3,Low,0.9,590.95,708.99,710.33
Rajasthan,Wood Craft,Bamboo,118.52,8.5,49.54,421.09,3,4,Medium,1.0,539.61,620.44,681.79
Odisha,Textile Craft,Wool,151.66,8.9,48.21,429.07,1,3,High,1.1,580.73,843.68,862.13
Rajasthan,Wood Craft,Bamboo,81.39,12.6,63.54,800.6,4,1,Low,0.9,881.99,1131.26,1073.15
Rajasthan,Wooden Toy,Wood,363.87,2.7,66.93,180.71,4,3,Low,0.9,544.58,836.03,750.46
Rajasthan,Clay/Terracotta Toy,Terracotta,111.18,4.2,54.12,227.3,3,2,Very High,1.2,338.48,418.42,504.35
Uttar Pradesh,Bamboo Toy,Bamboo,242.87,4.1,55.75,228.57,1,2,Low,0.9,471.44,629.45,558.81
Tamil Nadu,Home Decor,Bamboo,108.49,6.5,73.31,476.51,4,5,High,1.1,585.0,1036.64,1037.91
Andhra Pradesh,Pottery,Terracotta,167.13,5.2,58.28,303.06,2,5,Medium,1.0,470.19,537.62,591.54
Uttar Pradesh,Wood Craft,Wood,340.63,7.2,64.97,467.78,3,2,Medium,1.0,808.41,1407.21,1249.6
West Bengal,Wooden Toy,Wood,340.78,6.8,65.14,442.95,4,4,Very High,1.2,783.73,1421.63,1404.84
Karnataka,Home Decor,Clay,96.76,3.1,70.58,218.8,3,1,Very High,1.2,315.56,464.37,506.9
Odisha,Metal Craft,Copper,597.94,15.8,56.82,897.76,5,2,Low,0.9,1495.7,2702.43,2339.67
Uttar Pradesh,Handmade Jewelry,Copper,252.6,9.4,73.92,694.85,5,4,Very High,1.2,947.45,1862.48,1898.59
Andhra Pradesh,Textile Craft,Wool,287.02,8.8,59.32,522.02,3,5,Medium,1.0,809.04,1314.06,1224.43
Tamil Nadu,Wood Craft,Wood,389.41,7.4,76.8,568.32,4,2,High,1.1,957.73,1284.16,1418.04
Telangana,Bamboo Toy,Bamboo,238.09,6.2,69.86,433.13,1,2,Medium,1.0,671.22,715.17,771.91
Kerala,Bamboo Toy,Bamboo,179.27,3.9,87.1,339.69,4,1,High,1.1,518.96,616.1,705.36
Kerala,Clay/Terracotta Toy,Clay,61.98,7.9,80.73,637.77,1,2,High,1.1,699.75,1017.95,992.86
Kerala,Home Decor,Wood,201.26,11.6,79.73,924.87,3,2,Medium,1.0,1126.13,1445.8,1544.78
West Bengal,Bamboo Toy,Bamboo,171.15,2.6,55.98,145.55,4,4,High,1.1,316.7,460.41,467.43
Telangana,Home Decor,Clay,38.39,13.6,77.3,1051.28,3,5,High,1.1,1089.67,1569.53,1733.34
Andhra Pradesh,Clay/Terracotta Toy,Clay,49.87,4.1,65.18,267.24,1,2,High,1.1,317.11,389.17,406.19
Gujarat,Bamboo Craft,Bamboo,197.42,6.5,59.9,389.35,4,2,High,1.1,586.77,823.59,823.53
Uttar Pradesh,Pottery,Clay,75.59,5.0,69.97,349.85,5,1,Low,0.9,425.44,583.71,563.92
Telangana,Metal Craft,Brass,622.68,11.0,55.8,613.8,1,5,High,1.1,1236.48,1849.39,1982.92
Telangana,Bamboo Craft,Bamboo,240.15,6.0,75.13,450.78,4,2,Low,0.9,690.93,1061.85,918.87
Karnataka,Handmade Jewelry,Brass,343.32,9.7,71.6,694.52,1,2,Very High,1.2,1037.84,1631.27,1720.72
Uttar Pradesh,Metal Craft,Copper,665.99,12.7,65.51,831.98,3,5,High,1.1,1497.97,2327.5,2321.22
Andhra Pradesh,Metal Craft,Brass,806.69,9.1,57.87,526.62,1,5,Very High,1.2,1333.31,1986.67,2187.31
West Bengal,Clay/Terracotta Toy,Clay,47.4,7.3,73.72,538.16,1,5,High,1.1,585.56,975.19,937.02
Rajasthan,Home Decor,Cotton,198.7,6.6,51.56,340.3,1,2,Low,0.9,539.0,655.99,631.72
Odisha,Handmade Jewelry,Silver,849.55,9.0,59.81,538.29,4,3,High,1.1,1387.84,2134.01,2283.16
Karnataka,Bamboo Toy,Bamboo,51.69,5.9,70.92,418.43,4,3,Medium,1.0,470.12,592.53,627.46
Tamil Nadu,Bamboo Toy,Bamboo,102.61,4.3,67.54,290.42,5,2,High,1.1,393.03,600.33,596.2
Rajasthan,Wood Craft,Bamboo,231.14,5.1,64.52,329.05,5,2,Very High,1.2,560.19,723.24,874.54
Kerala,Textile Craft,Wool,138.69,7.3,70.81,516.91,4,1,Very High,1.2,655.6,922.27,1006.62
Telangana,Bamboo Toy,Cane,246.85,5.1,50.58,257.96,3,4,High,1.1,504.81,759.54,766.31
Karnataka,Handmade Jewelry,Brass,322.01,4.2,77.8,326.76,2,3,Medium,1.0,648.77,1035.97,928.38
Karnataka,Clay/Terracotta Toy,Clay,75.17,7.2,72.27,520.34,3,1,Medium,1.0,595.51,674.18,705.4
Tamil Nadu,Home Decor,Clay,75.95,12.1,65.46,792.07,5,4,High,1.1,868.02,1306.21,1368.06
Karnataka,Clay/Terracotta Toy,Clay,148.48,6.1,63.53,387.53,5,2,High,1.1,536.01,852.57,861.76
Karnataka,Metal Craft,Iron,234.91,4.1,67.39,276.3,5,2,Very High,1.2,511.21,979.56,968.18
Kerala,Home Decor,Bamboo,191.87,6.0,81.38,488.28,4,3,Very High,1.2,680.15,989.25,1082.76
Gujarat,Bamboo Toy,Bamboo,208.19,6.0,84.79,508.74,3,3,Low,0.9,716.93,1161.75,969.23
Rajasthan,Home Decor,Cotton,168.47,12.7,62.26,790.7,3,3,Low,0.9,959.17,1629.71,1408.83
Andhra Pradesh,Metal Craft,Brass,599.38,11.5,71.93,827.2,3,5,Low,0.9,1426.58,2656.05,2267.12
Andhra Pradesh,Clay/Terracotta Toy,Terracotta,180.9,6.9,50.59,349.07,3,3,Very High,1.2,529.97,601.61,741.74
Rajasthan,Home Decor,Bamboo,111.38,8.9,64.64,575.3,3,4,Very High,1.2,686.68,959.96,1134.46
Kerala,Bamboo Toy,Bamboo,208.53,5.6,61.79,346.02,5,3,Very High,1.2,554.55,841.74,875.18
Karnataka,Bamboo Toy,Cane,101.33,2.9,75.62,219.3,4,2,Very High,1.2,320.63,554.34,544.09
West Bengal,Metal Craft,Brass,764.94,8.0,58.76,470.08,1,5,Medium,1.0,1235.02,1756.2,1782.57
Andhra Pradesh,Home Decor,Wood,168.44,11.6,73.59,853.64,5,2,Medium,1.0,1022.08,1479.93,1468.13
Odisha,Bamboo Toy,Bamboo,193.42,3.4,65.67,223.28,2,4,Low,0.9,416.7,662.02,556.98
Telangana,Clay/Terracotta Toy,Clay,67.93,2.5,59.88,149.7,4,5,Very High,1.2,217.63,401.29,393.13
Gujarat,Wood Craft,Wood,205.43,12.6,72.3,910.98,4,5,High,1.1,1116.41,1842.02,1831.06
Telangana,Clay/Terracotta Toy,Clay,100.09,3.9,64.26,250.61,5,4,Low,0.9,350.7,445.54,447.98
Telangana,Bamboo Toy,Bamboo,180.53,5.4,75.52,407.81,1,5,High,1.1,588.34,866.18,824.37
Kerala,Clay/Terracotta Toy,Terracotta,51.57,2.2,63.74,140.23,2,4,Very High,1.2,191.8,234.72,283.71
Gujarat,Metal Craft,Iron,588.94,12.0,84.44,1013.28,1,5,Medium,1.0,1602.22,2363.39,2260.07
Uttar Pradesh,Wood Craft,Wood,160.31,8.2,55.17,452.39,3,2,Very High,1.2,612.7,755.29,918.86
Odisha,Bamboo Toy,Cane,90.3,5.4,58.6,316.44,1,4,Medium,1.0,406.74,423.41,467.75
Telangana,Textile Craft,Silk,495.32,9.8,78.41,768.42,1,5,Very High,1.2,1263.74,1732.91,1895.23
West Bengal,Pottery,Clay,57.16,5.4,73.83,398.68,4,3,Medium,1.0,455.84,522.7,567.34
Gujarat,Wooden Toy,Wood,263.52,3.3,56.29,185.76,5,1,Medium,1.0,449.28,548.73,564.86
Odisha,Textile Craft,Wool,175.76,7.8,51.4,400.92,4,3,Very High,1.2,576.68,916.17,977.53
Andhra Pradesh,Handmade Jewelry,Silver,1380.23,9.5,54.61,518.79,3,3,Low,0.9,1899.03,3311.46,2806.78
Kerala,Textile Craft,Cotton,299.8,11.3,67.42,761.85,4,3,Low,0.9,1061.65,1377.64,1377.75
Telangana,Bamboo Craft,Cane,149.45,10.8,75.27,812.92,3,3,Medium,1.0,962.37,1348.64,1313.38
Telangana,Textile Craft,Silk,575.17,7.0,73.25,512.75,5,2,High,1.1,1087.92,1410.21,1590.34
Uttar Pradesh,Wooden Toy,Wood,198.78,4.5,70.44,316.98,5,3,Very High,1.2,515.76,814.57,833.3
Andhra Pradesh,Clay/Terracotta Toy,Clay,127.25,3.2,67.72,216.7,4,3,High,1.1,343.95,448.28,486.94
Odisha,Wood Craft,Wood,263.71,11.9,67.88,807.77,5,5,Low,0.9,1071.48,1862.76,1648.76
Tamil Nadu,Wooden Toy,Bamboo,247.73,7.5,64.65,484.88,2,1,High,1.1,732.61,1152.33,1072.9
Uttar Pradesh,Pottery,Terracotta,53.25,3.7,50.26,185.96,4,3,High,1.1,239.21,300.97,334.67
Gujarat,Bamboo Craft,Bamboo,226.4,6.1,64.57,393.88,5,3,Very High,1.2,620.28,864.25,973.32
Andhra Pradesh,Metal Craft,Brass,310.47,15.6,77.06,1202.14,3,5,Very High,1.2,1512.61,2952.25,2924.64
Telangana,Textile Craft,Cotton,259.5,7.3,73.68,537.86,4,5,High,1.1,797.36,1023.9,1195.08
Andhra Pradesh,Metal Craft,Iron,287.0,13.9,77.06,1071.13,3,2,Very High,1.2,1358.13,2392.71,2369.73
Uttar Pradesh,Bamboo Toy,Cane,236.18,2.9,62.25,180.53,3,4,Medium,1.0,416.71,530.18,564.66
Karnataka,Home Decor,Bamboo,180.13,11.9,63.11,751.01,1,2,Low,0.9,931.14,1264.43,1148.59
Tamil Nadu,Home Decor,Wood,213.99,3.6,78.72,283.39,4,5,High,1.1,497.38,770.25,805.6
West Bengal,Wood Craft,Wood,386.48,5.0,63.19,315.95,3,4,Very High,1.2,702.43,907.46,1057.3
Karnataka,Pottery,Terracotta,177.79,7.5,55.9,419.25,1,1,Low,0.9,597.04,808.53,702.07
Karnataka,Handmade Jewelry,Silver,594.45,8.9,84.65,753.39,1,4,High,1.1,1347.84,2104.47,2142.07
West Bengal,Bamboo Toy,Bamboo,182.92,3.6,77.99,280.76,3,4,Low,0.9,463.68,771.58,648.49
Kerala,Home Decor,Cotton,262.94,9.2,61.97,570.12,3,4,Very High,1.2,833.06,1298.01,1331.32
West Bengal,Pottery,Terracotta,114.4,5.4,77.34,417.64,4,1,Low,0.9,532.04,762.34,693.0
Rajasthan,Clay/Terracotta Toy,Clay,145.04,5.2,69.93,363.64,4,2,Very High,1.2,508.68,624.95,720.48
Uttar Pradesh,Wooden Toy,Wood,296.78,4.4,62.35,274.34,3,2,Medium,1.0,571.12,766.17,732.55
Kerala,Handmade Jewelry,Copper,774.57,7.7,63.57,489.49,4,2,High,1.1,1264.06,2050.21,2012.36
Telangana,Pottery,Terracotta,58.18,5.7,56.57,322.45,3,1,Very High,1.2,380.63,566.48,604.76
Odisha,Home Decor,Clay,63.3,6.8,45.68,310.62,5,1,Medium,1.0,373.92,582.17,555.08
Odisha,Textile Craft,Wool,153.92,10.2,68.21,695.74,4,4,Low,0.9,849.66,1271.17,1139.05
Gujarat,Wood Craft,Bamboo,204.15,3.1,58.02,179.86,5,2,Very High,1.2,384.01,683.56,682.79
Karnataka,Bamboo Craft,Cane,188.82,8.5,72.15,613.28,4,4,Low,0.9,802.1,1106.55,1027.21
Uttar Pradesh,Clay/Terracotta Toy,Clay,152.67,5.3,72.96,386.69,3,5,Very High,1.2,539.36,719.53,860.88
Tamil Nadu,Textile Craft,Wool,402.48,6.7,66.49,445.48,3,4,Very High,1.2,847.96,1331.06,1391.58
Odisha,Handmade Jewelry,Silver,1156.77,3.0,61.83,185.49,4,5,Medium,1.0,1342.26,2362.21,2121.65
Uttar Pradesh,Clay/Terracotta Toy,Clay,109.36,5.8,67.89,393.76,1,4,Medium,1.0,503.12,646.07,675.52
Andhra Pradesh,Metal Craft,Copper,488.89,6.5,77.04,500.76,3,2,Very High,1.2,989.65,1203.58,1416.6
Gujarat,Home Decor,Bamboo,50.92,8.3,75.41,625.9,1,5,High,1.1,676.82,943.02,1011.72
Uttar Pradesh,Bamboo Toy,Bamboo,130.58,5.4,53.51,288.95,3,4,Medium,1.0,419.53,678.42,630.21
Andhra Pradesh,Home Decor,Cotton,232.39,13.7,54.73,749.8,3,1,Low,0.9,982.19,1329.78,1217.61
Tamil Nadu,Metal Craft,Iron,356.04,5.6,73.5,411.6,1,4,High,1.1,767.64,1123.26,1189.21
Kerala,Handmade Jewelry,Brass,687.34,8.7,73.64,640.67,5,4,High,1.1,1328.01,1863.34,2048.75
West Bengal,Pottery,Clay,174.48,8.4,79.85,670.74,3,5,Very High,1.2,845.22,1350.65,1438.09
Uttar Pradesh,Wood Craft,Wood,311.28,7.6,69.69,529.64,3,3,Very High,1.2,840.92,1299.05,1415.23
West Bengal,Handmade Jewelry,Beads,169.31,2.6,68.96,179.3,4,3,High,1.1,348.61,485.76,523.89
Kerala,Wood Craft,Bamboo,245.03,7.0,89.44,626.08,4,3,High,1.1,871.11,1065.4,1243.35
West Bengal,Clay/Terracotta Toy,Terracotta,164.78,4.5,57.55,258.97,5,1,Medium,1.0,423.75,530.86,549.86
Telangana,Home Decor,Cotton,269.8,11.7,66.77,781.21,1,3,High,1.1,1051.01,1301.44,1382.18
Tamil Nadu,Textile Craft,Silk,455.69,11.4,82.16,936.62,4,3,Very High,1.2,1392.31,2009.87,2331.97
Andhra Pradesh,Textile Craft,Silk,562.01,3.3,68.76,226.91,3,3,Low,0.9,788.92,1248.97,1102.45
Uttar Pradesh,Handmade Jewelry,Silver,1270.28,3.6,56.84,204.62,5,3,Very High,1.2,1474.9,2654.5,2790.57
Odisha,Bamboo Toy,Cane,64.34,5.3,69.39,367.77,5,5,Very High,1.2,432.11,716.57,722.06
West Bengal,Metal Craft,Copper,757.89,15.7,77.7,1219.89,4,4,Very High,1.2,1977.78,3189.29,3280.95
Karnataka,Metal Craft,Copper,624.78,7.8,70.37,548.89,1,4,Very High,1.2,1173.67,1853.37,1853.17
Tamil Nadu,Textile Craft,Cotton,302.46,4.7,84.09,395.22,5,3,High,1.1,697.68,976.25,1107.31
