state,region,craft_category,material,material_cost,labour_cost,labour_hours,product_size,complexity,current_market_price,demand_score,season_score,recommended_price
Kerala,South,Jewelry,Beads,164.03,380.48,7.3,Medium,5,845.61,0.63,0.56,884.03
Gujarat,West,Bamboo Craft,Cane,779.41,1525.16,26.0,Large,1,3184.52,0.85,0.52,3417.96
Assam,Northeast,Painting,Paper,222.62,510.91,16.4,Medium,3,972.8,0.93,0.62,1089.95
Karnataka,South,Stone Carving,Marble,581.27,619.75,12.8,Medium,4,1540.17,0.35,0.66,1602.73
Andhra Pradesh,South,Stone Carving,Marble,550.27,637.5,20.4,Large,3,1406.39,0.36,0.8,1378.65
West Bengal,East,Stone Carving,Marble,86.78,959.1,18.4,Medium,3,1251.95,0.55,0.51,1332.05
Andhra Pradesh,South,Pottery,Terracotta,281.48,105.67,3.0,Small,2,489.52,0.37,0.76,489.54
Uttar Pradesh,North,Wooden Toy,Wood,91.73,177.11,3.0,Medium,2,328.65,0.51,0.84,342.16
Kerala,South,Handloom Textile,Cotton,292.78,271.32,5.6,Large,2,778.23,0.84,0.75,813.1
Odisha,East,Handloom Textile,Cotton,622.35,608.92,15.7,Medium,2,1612.68,0.99,0.72,1853.8
Punjab,North,Wooden Toy,Bamboo,334.12,277.51,8.2,Small,2,697.95,0.54,0.95,735.37
West Bengal,East,Metal Craft,Brass,201.23,280.65,5.8,Small,1,529.87,0.96,0.47,560.39
Kerala,South,Wooden Toy,Bamboo,360.42,312.48,8.1,Small,5,1211.97,0.87,0.9,1414.01
Rajasthan,West,Wooden Toy,Wood,221.25,652.86,14.9,Medium,1,1240.24,0.89,0.81,1402.1
Kerala,South,Jewelry,Terracotta,112.1,416.78,7.0,Small,1,648.49,0.96,0.33,673.2
Maharashtra,West,Painting,Cloth,729.82,873.73,24.0,Large,5,2795.73,0.65,0.89,3035.21
Tamil Nadu,South,Painting,Paper,256.62,256.91,6.6,Small,5,888.54,0.7,0.78,973.12
Karnataka,South,Metal Craft,Copper,759.34,289.39,6.6,Large,1,1197.66,0.31,0.47,1252.55
Karnataka,South,Painting,Cloth,135.54,469.82,8.7,Medium,1,719.34,0.44,0.69,751.03
Maharashtra,West,Painting,Canvas,115.81,262.22,4.9,Small,3,588.55,0.69,0.3,580.08
Odisha,East,Bamboo Craft,Bamboo,311.01,187.98,3.2,Small,3,575.4,0.56,0.53,584.08
Odisha,East,Stone Carving,Soapstone,856.39,1178.11,28.7,Large,5,3114.58,0.61,0.81,3358.81
Telangana,South,Painting,Paper,448.88,676.55,13.3,Large,4,1481.26,0.3,0.73,1547.19
Tamil Nadu,South,Pottery,Clay,132.07,533.15,12.0,Medium,4,1038.69,0.75,0.35,1098.53
Andhra Pradesh,South,Jewelry,Beads,393.97,613.59,12.2,Medium,4,1693.83,0.86,0.49,1828.12
Gujarat,West,Pottery,Terracotta,123.15,104.07,2.6,Medium,3,370.95,0.85,0.8,410.55
Uttar Pradesh,North,Metal Craft,Copper,204.07,103.6,2.6,Small,4,409.61,0.6,0.36,425.82
Tamil Nadu,South,Pottery,Clay,307.48,695.92,12.0,Small,4,1583.25,0.75,0.59,1747.8
Tamil Nadu,South,Stone Carving,Marble,219.4,728.56,13.2,Large,1,1138.04,0.57,0.7,1157.05
Odisha,East,Stone Carving,Marble,282.85,230.89,7.5,Medium,3,566.48,0.32,0.88,583.27
Assam,Northeast,Jewelry,Terracotta,154.55,426.9,11.3,Small,3,733.21,0.6,0.91,761.29
Odisha,East,Metal Craft,Copper,330.93,266.93,6.0,Small,5,835.34,0.39,0.36,832.35
West Bengal,East,Handloom Textile,Cotton,486.95,1149.35,21.7,Large,4,1926.68,0.41,0.73,2037.56
Andhra Pradesh,South,Pottery,Terracotta,671.84,888.3,27.7,Large,3,1908.51,0.34,0.5,1857.43
Tamil Nadu,South,Metal Craft,Bronze,367.19,141.19,3.7,Small,4,840.65,0.83,0.61,869.72
Assam,Northeast,Wooden Toy,Bamboo,220.65,44.63,1.4,Small,2,321.18,0.93,0.4,344.32
Telangana,South,Metal Craft,Copper,274.51,533.39,17.4,Medium,1,1016.24,0.76,0.97,1175.61
Kerala,South,Bamboo Craft,Cane,68.29,211.71,5.6,Small,2,363.4,0.81,0.99,411.79
Madhya Pradesh,Central,Wooden Toy,Wood,286.4,759.78,17.3,Large,5,1513.51,0.98,0.73,1623.5
Andhra Pradesh,South,Jewelry,Beads,164.7,210.16,5.6,Medium,3,563.41,0.9,0.69,595.76
Kerala,South,Stone Carving,Soapstone,842.52,688.65,21.5,Large,3,2054.51,0.8,0.68,2222.34
Punjab,North,Pottery,Clay,219.64,163.44,2.8,Small,2,503.32,0.89,0.77,552.6
Punjab,North,Wooden Toy,Wood,444.55,356.92,11.2,Medium,4,1136.88,0.66,0.86,1168.61
Uttar Pradesh,North,Jewelry,Beads,780.47,290.74,7.7,Large,4,1500.96,0.42,0.53,1526.84
Gujarat,West,Metal Craft,Brass,292.1,1443.52,25.6,Large,1,2329.6,0.91,0.47,2660.22
Rajasthan,West,Jewelry,Silver,512.33,67.11,2.1,Medium,5,966.46,0.62,0.94,1043.71
Maharashtra,West,Metal Craft,Brass,86.92,448.24,8.2,Small,4,893.5,0.57,0.84,920.4
Odisha,East,Wooden Toy,Wood,233.17,225.9,4.2,Small,3,623.08,0.7,0.74,662.96
Andhra Pradesh,South,Bamboo Craft,Cane,592.45,382.13,11.0,Medium,3,1367.68,0.79,0.86,1562.67
Tamil Nadu,South,Wooden Toy,Bamboo,881.16,577.2,9.7,Large,4,1911.28,0.4,0.44,2001.61
Kerala,South,Bamboo Craft,Cane,669.61,276.54,6.4,Large,2,1352.47,0.73,0.36,1464.25
West Bengal,East,Stone Carving,Marble,362.92,791.11,18.6,Medium,1,1413.27,0.99,0.77,1531.71
Gujarat,West,Wooden Toy,Bamboo,358.67,198.74,5.7,Small,3,745.46,0.31,0.69,771.34
Odisha,East,Jewelry,Terracotta,578.54,155.83,3.0,Medium,4,991.49,0.43,0.9,1042.33
Telangana,South,Pottery,Terracotta,298.58,198.61,4.5,Small,3,720.09,0.88,0.62,787.16
Kerala,South,Painting,Paper,543.82,264.1,7.5,Medium,1,938.19,0.8,0.88,1006.56
Gujarat,West,Pottery,Clay,159.5,335.03,7.7,Medium,5,883.94,0.82,0.76,953.92
Gujarat,West,Pottery,Terracotta,551.21,587.79,9.9,Medium,3,1769.67,0.74,0.39,1827.71
Andhra Pradesh,South,Stone Carving,Marble,290.21,63.44,1.8,Small,5,640.82,0.9,0.46,677.58
Uttar Pradesh,North,Pottery,Clay,440.01,626.24,13.8,Medium,3,1245.93,0.51,0.45,1247.08
Madhya Pradesh,Central,Bamboo Craft,Bamboo,278.61,634.34,11.3,Small,2,1107.12,0.84,0.85,1194.53
Telangana,South,Handloom Textile,Cotton,882.04,940.95,20.1,Large,2,2184.4,0.38,0.61,2304.84
Punjab,North,Pottery,Clay,579.18,735.37,12.4,Large,4,1584.11,0.38,0.6,1648.62
Maharashtra,West,Painting,Paper,891.18,546.35,9.8,Large,5,2412.56,0.5,0.94,2643.68
Rajasthan,West,Stone Carving,Marble,90.08,958.3,18.5,Medium,1,1221.99,0.51,0.88,1344.26
Maharashtra,West,Painting,Paper,143.05,647.09,14.0,Medium,3,970.87,0.37,0.47,970.13
Odisha,East,Wooden Toy,Bamboo,373.06,708.29,18.2,Large,1,1038.06,0.51,0.82,1140.14
Telangana,South,Painting,Cloth,348.29,396.71,8.3,Small,1,888.46,0.92,0.43,935.71
Rajasthan,West,Metal Craft,Brass,787.45,156.7,3.3,Large,1,1313.94,1.0,0.9,1424.16
Odisha,East,Jewelry,Beads,818.35,608.75,18.2,Large,5,1960.96,0.37,0.94,2112.26
Punjab,North,Wooden Toy,Bamboo,858.34,796.66,17.5,Large,2,2001.66,0.6,0.52,2147.12
Rajasthan,West,Painting,Paper,260.67,467.66,10.8,Small,1,955.2,0.72,0.74,1053.22
Maharashtra,West,Pottery,Terracotta,319.44,526.72,15.9,Large,1,1077.05,0.57,0.64,1182.6
West Bengal,East,Bamboo Craft,Bamboo,260.23,415.73,9.2,Small,4,894.21,0.74,0.35,924.26
Maharashtra,West,Bamboo Craft,Cane,344.6,82.08,2.4,Medium,3,579.31,0.49,0.98,614.48
Gujarat,West,Jewelry,Beads,284.72,710.78,18.5,Large,5,1418.78,0.44,0.66,1382.49
Karnataka,South,Stone Carving,Marble,202.68,73.13,2.2,Medium,1,327.37,0.54,0.86,347.76
West Bengal,East,Jewelry,Beads,244.35,754.39,18.0,Medium,5,1228.06,0.36,0.73,1234.16
Assam,Northeast,Bamboo Craft,Cane,227.59,474.95,10.6,Small,5,926.47,0.79,0.99,1004.89
Uttar Pradesh,North,Bamboo Craft,Cane,300.96,380.98,9.0,Medium,4,1071.05,0.94,0.8,1173.85
Kerala,South,Pottery,Terracotta,811.98,1507.95,27.6,Large,4,2871.41,0.3,0.75,2836.25
Uttar Pradesh,North,Stone Carving,Marble,170.0,925.94,18.3,Large,5,1527.4,0.38,0.57,1524.29
Tamil Nadu,South,Jewelry,Terracotta,147.77,472.82,9.0,Medium,1,668.6,0.35,0.36,693.79
Rajasthan,West,Metal Craft,Brass,284.0,347.29,8.5,Small,3,968.38,0.72,0.31,1054.55
Punjab,North,Painting,Canvas,264.4,548.22,10.6,Small,2,857.25,0.38,0.93,895.8
Kerala,South,Pottery,Terracotta,99.75,46.93,1.1,Small,5,228.08,0.51,0.64,225.16
Punjab,North,Wooden Toy,Bamboo,223.32,689.04,17.1,Large,2,1260.41,0.81,0.76,1408.63
Odisha,East,Jewelry,Silver,200.48,321.4,8.4,Small,2,585.98,0.51,0.85,638.17
Assam,Northeast,Bamboo Craft,Cane,337.85,597.99,10.4,Small,4,1202.89,0.6,0.52,1236.13
Rajasthan,West,Handloom Textile,Silk,624.9,1063.7,21.0,Large,3,2384.26,0.56,0.42,2356.11
Punjab,North,Painting,Canvas,867.68,398.29,11.5,Large,2,1467.15,0.32,0.75,1466.96
Telangana,South,Painting,Canvas,120.16,346.16,8.8,Medium,5,747.74,0.77,0.72,786.94
Maharashtra,West,Painting,Cloth,633.3,486.22,9.6,Medium,5,1584.28,0.4,0.64,1618.39
West Bengal,East,Jewelry,Silver,387.41,162.08,5.2,Small,5,673.95,0.32,0.57,641.34
Kerala,South,Metal Craft,Brass,755.22,560.82,14.5,Large,4,2305.42,0.93,0.38,2441.59
Assam,Northeast,Stone Carving,Marble,866.26,1002.86,18.3,Large,5,3035.99,0.99,0.5,3300.99
Assam,Northeast,Pottery,Terracotta,184.93,217.34,4.7,Small,2,423.34,0.41,0.69,446.79
Telangana,South,Painting,Paper,341.78,226.61,5.8,Small,4,742.88,0.48,0.44,742.75
Tamil Nadu,South,Handloom Textile,Silk,231.34,869.2,18.6,Medium,1,1200.02,0.54,0.71,1250.63
Gujarat,West,Wooden Toy,Bamboo,646.04,643.42,15.3,Large,3,2121.87,1.0,0.92,2434.59
Andhra Pradesh,South,Jewelry,Silver,427.57,213.46,5.1,Medium,2,768.76,0.33,0.63,753.2
Karnataka,South,Stone Carving,Marble,929.78,1363.94,26.4,Large,3,3002.5,0.67,0.91,3361.18
Punjab,North,Bamboo Craft,Bamboo,93.69,371.25,9.7,Small,3,619.83,0.91,0.96,696.42
Assam,Northeast,Painting,Paper,393.35,352.21,6.3,Small,4,932.69,0.71,0.56,959.3
Maharashtra,West,Wooden Toy,Wood,316.63,240.29,5.3,Small,3,871.55,0.64,0.7,974.5
Andhra Pradesh,South,Bamboo Craft,Cane,192.65,534.65,10.1,Small,3,973.56,0.7,0.97,1021.76
Andhra Pradesh,South,Metal Craft,Brass,348.89,321.37,5.8,Small,2,1009.66,0.93,0.34,1081.52
Gujarat,West,Painting,Canvas,228.65,456.55,7.9,Small,4,1009.32,0.31,0.63,1039.79
Odisha,East,Wooden Toy,Wood,701.73,229.99,5.9,Large,2,1023.94,0.55,0.86,1054.09
Telangana,South,Jewelry,Silver,924.26,155.83,2.6,Large,3,1501.16,0.77,0.88,1563.69
Andhra Pradesh,South,Jewelry,Silver,739.81,1274.03,24.4,Large,1,2380.67,0.4,0.83,2509.01
West Bengal,East,Stone Carving,Marble,763.54,1195.68,24.7,Large,5,2391.15,0.36,0.64,2402.26
West Bengal,East,Wooden Toy,Bamboo,307.98,113.3,2.8,Medium,1,462.45,0.38,0.87,457.26
Uttar Pradesh,North,Jewelry,Beads,614.86,421.06,10.8,Medium,1,1154.48,0.35,0.65,1196.61
Rajasthan,West,Pottery,Terracotta,67.58,75.76,1.8,Small,1,167.06,0.51,0.46,176.51
Punjab,North,Stone Carving,Marble,375.23,314.51,5.5,Small,3,843.24,0.53,0.63,890.46
West Bengal,East,Stone Carving,Marble,942.34,745.44,18.3,Large,4,2522.43,0.75,0.39,2659.72
Madhya Pradesh,Central,Painting,Paper,207.27,360.7,7.4,Small,2,553.93,0.35,0.78,580.46
Tamil Nadu,South,Painting,Canvas,540.62,731.23,15.7,Medium,2,1750.01,0.66,0.4,1777.42
Karnataka,South,Handloom Textile,Cotton,358.15,224.5,6.6,Medium,3,875.66,0.74,0.34,899.99
West Bengal,East,Jewelry,Terracotta,80.08,332.9,10.6,Medium,3,458.64,0.49,0.79,497.78
Karnataka,South,Handloom Textile,Silk,82.14,308.14,5.9,Medium,1,442.28,0.52,0.37,438.88
Assam,Northeast,Stone Carving,Soapstone,344.95,236.14,4.4,Small,3,807.59,0.92,0.6,875.29
Gujarat,West,Jewelry,Terracotta,619.88,161.95,3.2,Medium,4,1257.11,0.65,0.57,1353.89
Rajasthan,West,Bamboo Craft,Cane,123.67,349.46,6.8,Large,4,804.49,0.77,0.98,934.05
Rajasthan,West,Metal Craft,Brass,710.13,341.56,10.3,Large,4,1589.98,0.85,0.75,1723.32
Tamil Nadu,South,Jewelry,Terracotta,384.88,279.38,6.5,Small,5,1023.58,0.62,0.45,1048.92
Telangana,South,Stone Carving,Marble,68.32,399.45,9.4,Small,3,658.14,0.88,0.9,748.29
Uttar Pradesh,North,Metal Craft,Copper,344.48,623.67,17.1,Medium,5,1458.47,0.77,0.73,1522.32
Madhya Pradesh,Central,Jewelry,Silver,667.38,864.37,21.9,Large,4,2101.27,0.75,0.58,2176.28
Rajasthan,West,Painting,Canvas,867.78,410.34,10.0,Large,3,1721.03,0.34,0.38,1662.66
Odisha,East,Jewelry,Beads,821.8,115.84,2.8,Large,1,922.22,0.54,0.31,927.81
Tamil Nadu,South,Jewelry,Beads,534.01,601.66,13.1,Large,2,1498.78,0.72,0.31,1640.56
Karnataka,South,Bamboo Craft,Cane,231.66,334.53,8.5,Small,2,779.79,0.84,0.84,906.98
Tamil Nadu,South,Handloom Textile,Wool,150.31,100.9,1.9,Medium,3,356.34,0.87,0.38,362.05
Gujarat,West,Wooden Toy,Wood,366.38,1038.29,22.8,Large,4,1933.57,0.54,0.56,1960.33
Rajasthan,West,Stone Carving,Soapstone,276.26,648.32,11.7,Small,5,1479.71,0.32,0.93,1572.45
Kerala,South,Stone Carving,Soapstone,336.48,336.15,8.6,Medium,3,822.8,0.35,0.46,820.35
Andhra Pradesh,South,Pottery,Clay,747.85,472.86,14.9,Large,2,1825.16,0.97,0.96,2185.86
Maharashtra,West,Jewelry,Terracotta,240.57,374.31,11.6,Small,3,828.86,0.56,0.46,821.55
Punjab,North,Metal Craft,Bronze,428.55,729.17,15.4,Medium,2,1373.79,0.4,0.87,1410.93
Odisha,East,Metal Craft,Bronze,457.51,250.21,6.2,Medium,2,896.04,0.94,0.5,1020.05
Tamil Nadu,South,Bamboo Craft,Bamboo,476.32,92.93,2.7,Medium,2,666.35,0.31,0.74,649.74
Madhya Pradesh,Central,Painting,Canvas,924.66,611.01,16.4,Large,3,1694.54,0.65,0.78,1771.86
Uttar Pradesh,North,Stone Carving,Marble,797.85,672.76,14.5,Large,5,2061.18,0.6,0.33,2102.87
Telangana,South,Metal Craft,Brass,295.72,204.65,3.7,Large,2,761.22,0.99,0.86,837.86
Punjab,North,Stone Carving,Marble,386.22,187.34,3.2,Small,2,852.03,1.0,0.8,968.54
Punjab,North,Bamboo Craft,Bamboo,225.34,444.6,9.3,Medium,1,771.75,0.35,0.74,761.88
Rajasthan,West,Stone Carving,Soapstone,785.78,1539.41,26.4,Large,2,3768.49,0.97,0.67,4307.0
Odisha,East,Pottery,Clay,170.54,515.5,10.0,Medium,4,911.39,0.47,0.75,914.23
Madhya Pradesh,Central,Painting,Paper,396.45,683.5,15.2,Medium,4,1222.41,0.31,0.31,1253.59
Assam,Northeast,Pottery,Clay,208.06,469.28,12.8,Medium,1,707.4,0.53,0.89,718.46
Maharashtra,West,Painting,Paper,480.11,142.17,3.2,Large,3,902.63,0.76,0.38,941.61
Kerala,South,Bamboo Craft,Bamboo,594.94,598.73,19.1,Medium,5,1955.1,0.83,0.56,2170.93
Assam,Northeast,Wooden Toy,Wood,891.48,1301.13,27.5,Large,2,2270.2,0.55,0.85,2426.62
Telangana,South,Bamboo Craft,Bamboo,280.8,491.2,13.2,Medium,2,874.14,0.43,0.94,918.38
Rajasthan,West,Metal Craft,Brass,203.68,71.49,2.3,Medium,2,337.58,0.42,0.91,370.15
Uttar Pradesh,North,Metal Craft,Brass,608.56,658.9,13.9,Large,3,1624.83,0.66,0.83,1722.84
Odisha,East,Pottery,Clay,871.04,1555.68,27.4,Large,5,3425.79,0.59,0.85,3657.52
Kerala,South,Bamboo Craft,Cane,291.93,640.51,18.0,Large,1,1027.93,0.53,0.9,1041.97
Assam,Northeast,Wooden Toy,Wood,74.15,510.85,11.3,Small,5,836.19,0.59,0.87,878.27
Telangana,South,Handloom Textile,Wool,468.43,754.52,15.2,Medium,5,1834.25,0.41,0.91,1870.84
Uttar Pradesh,North,Wooden Toy,Bamboo,477.19,115.04,3.4,Large,5,930.57,0.84,0.3,988.82
Telangana,South,Metal Craft,Copper,69.12,430.37,11.7,Small,4,682.12,0.51,0.51,663.29
Telangana,South,Painting,Canvas,732.65,1024.73,27.9,Large,1,2330.56,0.76,0.82,2524.39
Kerala,South,Painting,Cloth,249.64,375.06,7.3,Medium,4,967.15,0.87,0.43,1085.37
Andhra Pradesh,South,Stone Carving,Marble,531.75,994.66,18.9,Medium,3,2160.88,0.58,0.71,2176.03
Madhya Pradesh,Central,Stone Carving,Soapstone,240.57,308.17,8.8,Small,3,754.61,0.85,0.71,787.11
West Bengal,East,Pottery,Terracotta,142.86,295.62,7.6,Small,4,571.47,0.8,0.83,629.21
Tamil Nadu,South,Metal Craft,Copper,228.11,295.74,5.1,Small,2,755.68,0.88,0.79,834.28
Tamil Nadu,South,Wooden Toy,Bamboo,595.76,715.8,13.8,Medium,5,2363.81,0.9,0.49,2482.29
Gujarat,West,Handloom Textile,Cotton,273.39,445.17,7.5,Medium,5,1337.19,0.9,0.79,1496.47
Madhya Pradesh,Central,Stone Carving,Marble,381.48,269.2,6.5,Small,4,814.84,0.41,0.85,836.49
West Bengal,East,Painting,Cloth,94.11,497.62,16.4,Medium,4,822.3,0.79,0.98,887.32
Karnataka,South,Pottery,Terracotta,712.09,1113.43,24.0,Large,4,2982.55,0.98,0.34,3311.12
Andhra Pradesh,South,Handloom Textile,Wool,563.08,259.2,4.8,Medium,1,933.17,0.69,0.58,1028.87
Karnataka,South,Metal Craft,Copper,252.11,410.23,10.6,Large,4,1122.16,0.91,0.77,1213.92
Telangana,South,Wooden Toy,Wood,429.93,643.32,11.7,Medium,2,1556.61,0.93,0.31,1592.17
Telangana,South,Stone Carving,Soapstone,387.36,262.66,6.7,Medium,1,739.1,0.55,0.73,796.71
Gujarat,West,Wooden Toy,Wood,306.54,149.84,2.8,Medium,5,756.39,0.5,0.6,767.45
Telangana,South,Pottery,Terracotta,167.53,717.5,12.3,Large,4,1395.46,0.75,0.77,1467.07
Punjab,North,Metal Craft,Bronze,471.4,733.51,22.2,Large,5,1725.85,0.49,0.49,1855.91
Tamil Nadu,South,Bamboo Craft,Bamboo,117.8,378.58,10.7,Medium,3,744.06,0.98,0.38,830.4
Punjab,North,Stone Carving,Soapstone,296.59,230.26,5.7,Small,2,605.64,0.58,0.48,626.08
Odisha,East,Jewelry,Terracotta,143.99,208.75,4.2,Small,1,386.27,0.98,0.72,412.23
Karnataka,South,Bamboo Craft,Cane,612.8,222.78,6.8,Medium,5,1395.47,0.72,0.74,1468.34
Maharashtra,West,Bamboo Craft,Bamboo,88.46,698.0,18.6,Medium,5,1384.53,0.77,0.79,1480.54
Rajasthan,West,Bamboo Craft,Cane,347.72,1018.89,18.2,Large,3,2032.2,0.96,0.37,2308.75
Odisha,East,Stone Carving,Soapstone,738.69,927.23,25.7,Large,5,2525.14,0.71,0.79,2704.81
Telangana,South,Painting,Canvas,88.62,447.36,11.9,Medium,3,730.1,0.62,0.97,819.29
Uttar Pradesh,North,Pottery,Terracotta,278.37,1198.07,20.2,Large,3,1795.08,0.37,0.31,1698.98
Punjab,North,Wooden Toy,Bamboo,499.1,761.47,17.7,Medium,5,1901.66,0.48,0.6,1855.69
Odisha,East,Handloom Textile,Wool,256.31,378.31,7.7,Small,5,802.16,0.47,0.8,811.11
Maharashtra,West,Bamboo Craft,Cane,357.11,276.75,9.1,Small,2,787.16,0.47,0.45,778.32
Karnataka,South,Pottery,Clay,71.88,311.89,6.0,Small,4,538.8,0.72,0.77,611.06
Rajasthan,West,Jewelry,Silver,549.56,864.09,15.8,Medium,2,1970.32,0.95,0.68,2214.35
Gujarat,West,Painting,Paper,744.02,999.59,21.9,Large,1,2186.15,0.35,0.56,2220.85
Madhya Pradesh,Central,Bamboo Craft,Bamboo,572.2,390.01,9.5,Large,3,1311.65,0.93,0.77,1454.91
Uttar Pradesh,North,Painting,Paper,432.94,306.98,6.0,Medium,3,1001.0,0.6,0.61,1099.77
Kerala,South,Painting,Paper,115.84,624.22,16.1,Medium,5,1122.2,0.61,0.32,1152.72
Rajasthan,West,Metal Craft,Bronze,111.46,589.7,10.2,Medium,2,869.03,0.37,0.84,912.08
Andhra Pradesh,South,Metal Craft,Bronze,225.73,153.18,4.4,Medium,2,467.61,0.35,0.43,484.98
Telangana,South,Metal Craft,Bronze,334.94,283.16,8.5,Small,4,845.0,0.5,0.52,868.91
Rajasthan,West,Painting,Cloth,569.87,479.24,11.8,Large,3,1576.22,0.88,0.85,1833.49
Telangana,South,Pottery,Terracotta,613.58,300.68,7.4,Medium,3,1372.1,0.65,0.96,1427.38
Punjab,North,Bamboo Craft,Cane,187.46,320.17,7.1,Small,3,659.58,0.44,0.9,716.5
Madhya Pradesh,Central,Pottery,Terracotta,560.91,639.01,14.8,Medium,3,1520.56,0.73,0.41,1545.64
Madhya Pradesh,Central,Painting,Canvas,292.88,117.34,3.5,Small,5,546.89,0.42,0.3,558.57
Telangana,South,Metal Craft,Brass,230.23,91.02,2.8,Small,5,498.8,0.31,0.42,479.83
Madhya Pradesh,Central,Handloom Textile,Cotton,173.99,80.68,2.2,Small,5,331.89,0.66,0.73,337.92
Andhra Pradesh,South,Handloom Textile,Cotton,186.86,131.71,3.6,Small,4,524.32,0.97,0.73,580.61
Rajasthan,West,Painting,Canvas,480.31,849.91,16.7,Large,2,1886.68,0.79,0.42,1986.11
Karnataka,South,Bamboo Craft,Cane,851.24,878.12,19.1,Large,4,2222.51,0.38,0.72,2236.67
Maharashtra,West,Handloom Textile,Silk,159.99,499.39,13.8,Medium,3,892.87,0.57,0.93,957.42
Uttar Pradesh,North,Wooden Toy,Wood,472.19,155.97,2.9,Large,5,885.1,0.35,0.63,908.39
Andhra Pradesh,South,Wooden Toy,Wood,465.63,184.83,6.1,Medium,2,941.93,0.81,0.67,1059.44
Karnataka,South,Jewelry,Beads,345.16,252.06,6.3,Small,3,828.98,0.85,0.62,937.3
Karnataka,South,Wooden Toy,Bamboo,861.35,474.38,14.7,Large,5,2241.23,0.57,0.86,2312.24
Tamil Nadu,South,Stone Carving,Soapstone,117.51,708.6,17.0,Medium,5,1217.69,0.68,0.98,1352.24
West Bengal,East,Painting,Canvas,182.25,665.61,12.3,Large,4,1145.36,0.6,1.0,1215.48
Telangana,South,Handloom Textile,Cotton,203.26,321.17,7.8,Medium,2,623.29,0.35,0.56,642.49
Madhya Pradesh,Central,Painting,Paper,447.77,426.54,14.1,Medium,2,920.74,0.45,0.76,905.4
Karnataka,South,Stone Carving,Soapstone,795.78,1059.12,22.8,Large,2,2255.07,0.35,0.84,2391.12
Kerala,South,Jewelry,Beads,751.47,1074.75,23.6,Large,3,2436.93,0.4,0.77,2578.88
Tamil Nadu,South,Jewelry,Terracotta,109.46,175.81,3.1,Small,2,408.45,0.82,0.94,458.94
Kerala,South,Painting,Cloth,278.95,511.53,10.8,Small,1,972.97,0.74,0.41,1049.58
Telangana,South,Jewelry,Silver,231.73,204.96,5.2,Medium,3,573.06,0.47,0.45,607.89
Rajasthan,West,Metal Craft,Bronze,545.93,239.09,7.4,Large,5,1444.23,0.79,0.57,1579.97
Karnataka,South,Metal Craft,Bronze,525.9,324.93,6.4,Medium,2,1085.13,0.48,0.96,1128.08
Karnataka,South,Pottery,Terracotta,230.93,254.2,5.0,Medium,2,571.06,0.45,0.72,601.45
Gujarat,West,Metal Craft,Bronze,335.23,507.13,9.6,Small,3,1205.33,0.43,0.36,1191.72
Rajasthan,West,Handloom Textile,Cotton,201.32,49.12,1.3,Small,4,339.78,0.32,0.92,352.41
Kerala,South,Painting,Paper,152.74,793.82,20.0,Large,3,1379.75,0.93,0.92,1623.0
Gujarat,West,Painting,Paper,956.77,1339.38,24.2,Large,2,2735.88,0.47,0.7,2713.02
Punjab,North,Handloom Textile,Wool,959.07,576.9,11.0,Large,1,2044.61,0.86,0.9,2216.34
West Bengal,East,Painting,Paper,153.89,450.9,13.3,Large,3,734.67,0.32,0.55,740.86
Tamil Nadu,South,Pottery,Clay,382.73,728.12,19.7,Large,5,1643.14,0.31,0.84,1728.04
Andhra Pradesh,South,Bamboo Craft,Bamboo,101.81,791.95,16.3,Medium,5,1539.81,0.69,0.74,1669.89
Maharashtra,West,Pottery,Clay,608.0,1507.27,28.6,Large,5,3418.92,0.61,0.8,3541.57
Maharashtra,West,Pottery,Terracotta,258.9,648.19,11.2,Small,4,1303.9,0.54,0.67,1435.29
Kerala,South,Jewelry,Beads,944.14,1055.58,19.5,Large,1,2299.52,0.8,0.72,2494.26
West Bengal,East,Painting,Paper,457.88,556.11,13.5,Medium,1,1201.69,0.96,0.42,1335.1
Gujarat,West,Metal Craft,Brass,705.59,746.04,19.5,Large,2,1887.45,0.41,0.75,1879.7
Odisha,East,Pottery,Clay,474.88,480.32,9.6,Medium,3,1171.7,0.89,0.42,1300.95
Madhya Pradesh,Central,Pottery,Clay,263.39,479.76,8.7,Small,4,1015.32,0.86,0.97,1136.74
Karnataka,South,Metal Craft,Copper,190.66,127.38,2.7,Small,2,402.77,0.49,0.94,430.98
Punjab,North,Jewelry,Beads,278.76,77.38,2.5,Medium,4,510.98,0.6,0.36,547.15
Assam,Northeast,Jewelry,Beads,359.02,297.96,8.2,Small,5,903.43,0.9,0.92,1040.41
Kerala,South,Stone Carving,Marble,150.28,587.19,9.8,Small,5,1093.92,0.32,0.93,1185.86
Gujarat,West,Bamboo Craft,Bamboo,212.75,328.28,10.3,Small,1,721.67,0.53,0.35,759.1
Telangana,South,Painting,Paper,836.14,885.44,27.2,Large,5,2535.48,0.57,0.35,2519.28
Gujarat,West,Jewelry,Silver,214.19,132.12,4.0,Small,4,554.74,0.42,0.4,572.8
Rajasthan,West,Bamboo Craft,Cane,388.72,222.44,5.8,Small,1,786.18,0.86,0.53,826.95
Karnataka,South,Jewelry,Terracotta,95.39,154.51,3.8,Small,2,317.98,0.77,0.34,345.89
Andhra Pradesh,South,Pottery,Clay,243.41,637.71,11.4,Large,1,990.85,0.41,0.36,969.68
